signal_id,signal_sanasi,eskalatsiya
SG_010749,2025-12-04,0
SG_010750,2026-07-06,0
SG_010751,2025-08-22,1
SG_010754,2025-09-20,0
SG_010755,2025-12-29,1
SG_010756,2025-01-23,0
SG_010758,2025-10-22,0
SG_010759,2025-12-17,0
SG_010761,2025-12-02,0
SG_010762,2025-04-27,0
SG_010764,2025-06-30,0
SG_010765,2026-09-28,1
SG_010766,2025-01-15,0
SG_010767,2025-09-17,0
SG_010768,2025-07-24,1
SG_010770,2025-08-03,0
SG_010771,2025-07-03,0
SG_010775,2026-02-24,0
SG_010776,2025-12-01,0
SG_010777,2025-02-11,0
SG_010778,2026-12-31,1
SG_010779,2026-03-20,0
SG_010780,2025-12-05,1
SG_010782,2025-02-27,0
SG_010783,2026-02-08,0
SG_010785,2026-11-10,1
SG_010786,2026-01-19,0
SG_010787,2026-03-14,0
SG_010788,2026-06-22,0
SG_010790,2025-01-14,0
SG_010792,2026-02-08,0
SG_010793,2026-07-30,0
SG_010794,2026-03-07,0
SG_010797,2026-05-08,0
SG_010799,2025-05-25,0
SG_010800,2025-05-27,0
SG_010802,2026-06-08,0
SG_010804,2026-06-10,0
SG_010805,2025-11-12,1
SG_010806,2025-05-16,0
SG_010807,2026-12-14,0
SG_010811,2026-01-10,0
SG_010812,2025-11-20,1
SG_010813,2025-04-21,0
SG_010815,2025-06-24,1
SG_010817,2026-08-19,1
SG_010819,2026-11-08,1
SG_010820,2025-09-27,0
SG_010821,2026-03-03,0
SG_010822,2025-06-22,0
SG_010823,2025-12-07,0
SG_010825,2025-11-26,0
SG_010826,2025-07-08,0
SG_010827,2026-03-21,0
SG_010829,2026-12-31,0
SG_010832,2026-04-14,0
SG_010833,2025-11-23,0
SG_010834,2026-04-26,0
SG_010835,2026-12-17,1
SG_010836,2026-11-11,0
SG_010838,2025-11-28,0
SG_010839,2025-10-05,0
SG_010840,2025-01-30,0
SG_010841,2025-04-21,0
SG_010842,2025-09-01,0
SG_010848,2025-02-28,1
SG_010849,2026-11-19,1
SG_010850,2025-03-24,0
SG_010851,2025-11-28,0
SG_010852,2026-01-30,0
SG_010854,2025-10-04,0
SG_010855,2026-10-09,1
SG_010856,2026-03-05,0
SG_010858,2026-12-01,0
SG_010859,2025-03-06,0
SG_010861,2026-03-03,0
SG_010862,2026-01-09,1
SG_010864,2025-12-02,0
SG_010866,2025-06-25,0
SG_010867,2026-09-15,1
SG_010868,2026-03-18,1
SG_010869,2026-10-26,1
SG_010873,2026-04-04,0
SG_010874,2025-04-22,0
SG_010875,2025-02-14,1
SG_010877,2025-08-30,0
SG_010878,2025-12-10,0
SG_010879,2025-08-21,0
SG_010880,2026-01-22,0
SG_010883,2025-05-22,0
SG_010885,2025-09-06,0
SG_010886,2025-12-30,1
SG_010890,2025-11-11,0
SG_010891,2025-08-19,0
SG_010892,2026-01-17,0
SG_010893,2026-03-10,0
SG_010895,2025-03-01,0
SG_010897,2026-06-30,1
SG_010899,2026-10-23,0
SG_010900,2026-03-18,1
SG_010901,2025-04-09,0
SG_010903,2026-03-22,0
SG_010905,2025-12-22,0
SG_010906,2026-02-08,0
SG_010908,2025-08-14,0
SG_010909,2026-06-10,0
SG_010910,2025-03-05,0
SG_010912,2026-12-20,0
SG_010913,2026-01-13,0
SG_010914,2026-03-16,0
SG_010915,2026-02-02,0
SG_010916,2026-06-26,0
SG_010917,2025-10-24,0
SG_010918,2026-06-21,0
SG_010919,2026-02-05,0
SG_010920,2025-02-15,0
SG_010921,2025-04-01,0
SG_010923,2025-12-24,0
SG_010924,2025-07-09,0
SG_010925,2026-03-25,0
SG_010926,2026-04-30,0
SG_010927,2026-01-30,0
SG_010928,2026-04-20,0
SG_010929,2026-02-04,0
SG_010931,2026-11-22,0
SG_010932,2026-01-02,0
SG_010933,2025-10-01,0
SG_010934,2026-11-19,0
SG_010935,2026-07-02,0
SG_010936,2026-02-27,0
SG_010937,2025-08-29,0
SG_010938,2025-09-27,0
SG_010939,2026-06-24,0
SG_010940,2026-07-25,1
SG_010941,2026-04-05,1
SG_010942,2025-08-29,0
SG_010943,2026-04-05,1
SG_010944,2025-08-11,0
SG_010945,2025-10-06,0
SG_010947,2025-01-25,0
SG_010948,2026-11-01,0
SG_010949,2026-05-20,0
SG_010950,2026-12-10,0
SG_010952,2026-08-14,0
SG_010953,2026-10-06,0
SG_010954,2026-01-15,0
SG_010955,2026-07-08,0
SG_010957,2025-09-18,0
SG_010958,2025-10-26,0
SG_010959,2025-02-25,1
SG_010963,2026-04-19,0
SG_010964,2026-11-20,0
SG_010965,2026-07-12,0
SG_010966,2025-08-07,1
SG_010967,2026-07-19,0
SG_010968,2026-07-05,1
SG_010970,2025-08-30,0
SG_010972,2025-11-10,0
SG_010975,2025-06-04,0
SG_010976,2025-12-20,1
SG_010978,2026-06-11,1
SG_010979,2025-08-16,0
SG_010980,2025-12-15,0
SG_010981,2025-09-04,0
SG_010983,2025-03-09,0
SG_010984,2026-04-15,0
SG_010988,2025-03-10,0
SG_010989,2026-02-06,0
SG_010990,2026-04-23,0
SG_010991,2026-10-07,0
SG_010992,2026-03-15,1
SG_010994,2026-06-12,0
SG_010996,2026-08-29,0
SG_010997,2026-01-03,0
SG_010999,2026-09-24,1
SG_011000,2026-01-11,0
SG_011001,2025-10-29,0
SG_011002,2025-10-09,0
SG_011004,2026-03-08,0
SG_011005,2025-10-08,0
SG_011006,2026-09-24,0
SG_011007,2026-06-25,0
SG_011008,2025-02-20,0
SG_011009,2025-11-19,0
SG_011011,2026-08-08,0
SG_011013,2026-03-20,1
SG_011014,2026-11-07,0
SG_011015,2026-10-06,0
SG_011018,2026-01-29,0
SG_011019,2025-03-18,0
SG_011020,2025-10-25,0
SG_011021,2025-11-24,0
SG_011022,2026-06-13,0
SG_011023,2025-11-13,1
SG_011024,2026-02-08,0
SG_011026,2026-03-13,0
SG_011027,2025-09-19,0
SG_011028,2026-01-17,1
SG_011029,2025-10-03,0
SG_011030,2025-12-19,1
SG_011032,2025-03-22,0
SG_011033,2025-11-27,1
SG_011034,2026-05-02,0
SG_011035,2025-12-16,0
SG_011036,2026-06-15,0
SG_011037,2026-01-13,1
SG_011038,2026-07-28,0
SG_011039,2025-02-22,0
SG_011040,2025-08-27,0
SG_011041,2026-06-29,0
SG_011042,2025-08-21,1
SG_011043,2025-06-12,0
SG_011044,2026-03-13,0
SG_011045,2025-10-02,0
SG_011046,2025-12-21,1
SG_011047,2025-04-25,0
SG_011048,2026-08-07,0
SG_011049,2026-10-19,0
SG_011051,2026-12-01,0
SG_011054,2026-12-27,0
SG_011056,2026-11-16,0
SG_011058,2026-03-15,0
SG_011059,2025-07-17,1
SG_011061,2026-04-07,0
SG_011062,2025-01-14,0
SG_011063,2026-12-20,1
SG_011064,2025-12-25,0
SG_011065,2025-11-24,0
SG_011066,2025-11-10,0
SG_011067,2026-09-16,0
SG_011068,2025-04-30,0
SG_011069,2026-02-22,0
SG_011070,2025-10-10,0
SG_011071,2025-12-18,0
SG_011072,2025-03-31,0
SG_011074,2025-05-01,0
SG_011076,2026-11-22,0
SG_011078,2025-11-16,1
SG_011079,2025-07-26,0
SG_011080,2025-05-26,0
SG_011081,2026-01-14,0
SG_011082,2025-03-08,0
SG_011083,2025-03-01,1
SG_011084,2025-05-09,0
SG_011085,2026-02-02,0
SG_011086,2025-12-01,0
SG_011087,2025-09-15,0
SG_011090,2026-02-19,0
SG_011091,2026-05-24,0
SG_011092,2026-02-18,0
SG_011093,2025-07-06,0
SG_011094,2026-03-26,0
SG_011095,2026-09-15,1
SG_011096,2025-01-16,0
SG_011098,2025-03-04,0
SG_011099,2025-11-30,0
SG_011100,2025-03-05,0
SG_011101,2026-09-09,0
SG_011102,2026-03-23,0
SG_011103,2025-07-11,0
SG_011104,2025-03-20,1
SG_011105,2026-04-26,0
SG_011106,2026-07-31,0
SG_011108,2025-02-23,0
SG_011109,2025-09-30,0
SG_011111,2025-10-01,0
SG_011112,2026-03-20,0
SG_011113,2025-12-11,1
SG_011114,2026-11-03,0
SG_011115,2025-07-12,0
SG_011116,2026-08-31,1
SG_011118,2026-11-11,0
SG_011119,2026-01-27,1
SG_011121,2025-10-14,0
SG_011122,2026-08-07,0
SG_011123,2025-02-03,0
SG_011124,2025-02-01,0
SG_011125,2026-03-04,1
SG_011126,2026-03-06,0
SG_011127,2025-03-12,0
SG_011128,2026-07-07,1
SG_011129,2026-05-09,0
SG_011130,2026-04-15,0
SG_011131,2026-06-05,0
SG_011134,2025-07-16,0
SG_011135,2026-01-28,0
SG_011136,2026-05-07,0
SG_011137,2025-07-30,1
SG_011138,2025-11-24,0
SG_011140,2026-11-25,0
SG_011141,2026-11-17,1
SG_011142,2025-07-11,1
SG_011145,2025-12-15,0
SG_011146,2025-06-12,1
SG_011149,2026-06-01,0
SG_011150,2026-03-11,0
SG_011153,2025-06-14,1
SG_011155,2025-11-10,0
SG_011156,2026-06-04,1
SG_011157,2025-05-05,0
SG_011163,2026-07-22,0
SG_011165,2026-08-14,0
SG_011166,2026-12-19,0
SG_011167,2025-08-22,0
SG_011168,2025-08-26,0
SG_011171,2025-08-19,0
SG_011172,2026-03-20,0
SG_011173,2025-04-26,0
SG_011174,2026-02-27,0
SG_011178,2025-08-24,0
SG_011179,2025-08-21,0
SG_011180,2025-07-04,0
SG_011181,2026-12-01,0
SG_011183,2025-11-23,1
SG_011185,2026-03-15,0
SG_011187,2026-11-23,0
SG_011188,2026-04-19,0
SG_011189,2025-08-03,0
SG_011191,2026-01-31,0
SG_011193,2026-04-24,1
SG_011194,2025-01-06,0
SG_011195,2025-01-02,0
SG_011196,2025-05-24,0
SG_011197,2026-06-17,0
SG_011198,2026-07-01,0
SG_011202,2025-03-30,0
SG_011204,2026-07-16,1
SG_011205,2025-09-24,0
SG_011206,2025-07-13,0
SG_011207,2025-04-21,0
SG_011209,2026-09-20,0
SG_011210,2026-06-26,0
SG_011211,2025-09-30,0
SG_011213,2025-11-15,0
SG_011215,2025-04-13,0
SG_011216,2026-04-22,0
SG_011217,2025-10-09,0
SG_011218,2025-12-03,0
SG_011219,2026-05-07,0
SG_011220,2026-02-08,0
SG_011223,2026-07-01,0
SG_011225,2025-06-28,1
SG_011227,2026-03-07,0
SG_011228,2025-09-29,0
SG_011229,2026-07-31,0
SG_011230,2025-09-24,1
SG_011231,2025-09-09,0
SG_011232,2025-08-04,0
SG_011233,2025-09-16,0
SG_011234,2025-05-04,0
SG_011236,2025-07-24,0
SG_011237,2025-09-28,0
SG_011238,2025-12-08,0
SG_011240,2025-11-07,0
SG_011241,2025-12-30,1
SG_011242,2026-09-24,0
SG_011243,2025-11-24,0
SG_011244,2025-07-04,0
SG_011245,2026-01-22,0
SG_011246,2025-03-17,0
SG_011247,2026-09-06,1
SG_011248,2025-10-28,0
SG_011249,2025-09-15,0
SG_011251,2025-10-29,0
SG_011252,2026-03-13,0
SG_011253,2025-01-19,0
SG_011254,2025-10-17,0
SG_011255,2026-09-12,0
SG_011256,2026-10-12,0
SG_011258,2025-09-23,0
SG_011260,2025-05-06,0
SG_011263,2025-03-28,0
SG_011264,2025-10-21,0
SG_011265,2026-02-18,0
SG_011267,2025-01-23,1
SG_011268,2025-08-26,0
SG_011269,2025-08-18,0
SG_011270,2026-09-05,0
SG_011271,2026-10-10,1
SG_011272,2025-09-11,0
SG_011273,2026-12-17,0
SG_011276,2025-08-19,0
SG_011277,2025-07-09,0
SG_011278,2026-08-13,0
SG_011281,2026-09-07,0
SG_011282,2026-08-31,0
SG_011283,2025-11-27,0
SG_011284,2026-05-13,0
SG_011286,2025-12-28,1
SG_011287,2026-01-26,0
SG_011288,2026-04-19,0
SG_011289,2025-12-07,1
SG_011290,2026-06-19,0
SG_011292,2026-04-24,0
SG_011293,2026-10-12,0
SG_011295,2026-08-15,0
SG_011296,2025-01-24,0
SG_011297,2025-07-31,0
SG_011299,2025-09-01,0
SG_011300,2026-08-07,0
SG_011301,2025-03-13,0
SG_011302,2026-03-23,0
SG_011305,2025-03-04,0
SG_011311,2026-03-18,0
SG_011314,2025-08-28,0
SG_011315,2025-04-02,1
SG_011316,2025-06-02,1
SG_011317,2026-04-08,0
SG_011318,2025-09-25,0
SG_011319,2025-08-29,0
SG_011320,2026-03-28,0
SG_011321,2025-10-07,0
SG_011322,2025-08-16,0
SG_011323,2025-12-27,0
SG_011324,2025-07-02,0
SG_011325,2025-12-05,0
SG_011326,2026-05-13,1
SG_011328,2025-06-27,0
SG_011329,2025-03-23,0
SG_011330,2026-03-09,0
SG_011331,2026-09-03,0
SG_011332,2025-12-16,0
SG_011334,2025-03-13,0
SG_011336,2026-06-24,0
SG_011338,2025-03-23,0
SG_011339,2025-05-17,0
SG_011341,2025-06-26,0
SG_011342,2025-12-15,0
SG_011344,2026-08-14,0
SG_011346,2025-07-23,0
SG_011348,2026-05-22,0
SG_011349,2025-09-17,0
SG_011351,2025-11-23,0
SG_011352,2025-08-25,0
SG_011353,2025-09-13,0
SG_011354,2026-04-24,0
SG_011355,2025-08-02,0
SG_011356,2025-05-22,1
SG_011358,2026-12-28,0
SG_011359,2026-01-07,1
SG_011362,2026-05-20,1
SG_011363,2025-05-20,1
SG_011364,2026-09-14,1
SG_011365,2025-03-22,0
SG_011366,2026-08-20,0
SG_011368,2026-12-15,0
SG_011369,2025-01-31,0
SG_011370,2025-05-23,0
SG_011372,2025-12-16,1
SG_011373,2026-02-02,0
SG_011374,2025-01-29,0
SG_011375,2025-11-18,0
SG_011378,2025-10-04,0
SG_011379,2026-12-29,1
SG_011382,2026-02-03,0
SG_011384,2026-05-29,0
SG_011385,2026-10-03,0
SG_011386,2026-02-28,0
SG_011387,2026-07-05,0
SG_011388,2026-07-12,0
SG_011389,2025-02-03,0
SG_011390,2025-05-10,1
SG_011391,2025-09-10,0
SG_011392,2025-09-14,0
SG_011393,2025-07-29,1
SG_011394,2025-10-28,0
SG_011395,2026-07-23,0
SG_011396,2025-11-01,0
SG_011397,2025-03-05,1
SG_011399,2025-01-01,0
SG_011400,2025-10-18,0
SG_011402,2025-04-23,0
SG_011403,2025-11-10,0
SG_011404,2026-10-03,0
SG_011405,2026-07-09,0
SG_011406,2026-10-16,0
SG_011407,2026-11-10,0
SG_011408,2025-09-07,0
SG_011409,2025-04-06,1
SG_011410,2025-07-29,0
SG_011411,2025-12-10,0
SG_011412,2025-12-20,1
SG_011414,2025-07-24,0
SG_011415,2026-08-10,0
SG_011417,2026-08-20,0
SG_011418,2026-08-23,0
SG_011419,2025-08-22,0
SG_011421,2026-08-06,0
SG_011422,2025-10-13,0
SG_011423,2025-11-05,0
SG_011424,2025-03-10,0
SG_011425,2026-04-06,1
SG_011426,2025-01-09,0
SG_011427,2026-06-04,0
SG_011428,2025-12-26,0
SG_011430,2026-01-27,0
SG_011431,2026-06-21,0
SG_011433,2025-12-31,0
SG_011434,2025-02-08,0
SG_011435,2025-02-17,0
SG_011436,2025-04-03,0
SG_011438,2025-12-12,1
SG_011439,2025-07-15,1
SG_011440,2026-10-17,1
SG_011441,2026-03-18,0
SG_011442,2026-05-28,0
SG_011444,2025-12-28,0
SG_011445,2026-02-09,0
SG_011446,2025-09-24,0
SG_011448,2026-10-13,0
SG_011449,2025-01-26,0
SG_011451,2025-10-15,0
SG_011452,2025-05-14,1
SG_011453,2025-09-05,1
SG_011454,2025-08-07,1
SG_011455,2026-02-04,0
SG_011456,2025-07-19,0
SG_011459,2026-01-02,0
SG_011461,2026-04-17,0
SG_011462,2026-06-06,0
SG_011463,2025-10-09,0
SG_011465,2025-12-26,0
SG_011466,2026-05-04,0
SG_011467,2026-01-19,0
SG_011470,2026-05-14,0
SG_011471,2026-01-16,0
SG_011472,2026-10-30,0
SG_011474,2026-11-28,0
SG_011476,2026-06-04,0
SG_011477,2025-07-14,0
SG_011478,2025-02-20,0
SG_011480,2026-08-17,0
SG_011481,2025-07-13,0
SG_011484,2025-10-06,0
SG_011485,2026-05-13,0
SG_011486,2026-03-02,0
SG_011487,2026-10-22,0
SG_011488,2026-03-23,0
SG_011489,2026-08-26,0
SG_011490,2025-09-08,1
SG_011491,2025-08-02,0
SG_011494,2025-05-31,0
SG_011495,2025-09-25,0
SG_011496,2026-06-02,1
SG_011498,2026-04-13,0
SG_011499,2025-10-22,0
SG_011500,2026-09-17,0
SG_011501,2026-02-25,0
SG_011502,2026-07-15,0
SG_011506,2025-03-27,0
SG_011507,2025-01-23,0
SG_011508,2026-11-24,0
SG_011509,2025-08-13,0
SG_011510,2025-08-27,1
SG_011511,2026-06-28,0
SG_011513,2025-06-04,0
SG_011514,2026-12-05,1
SG_011515,2025-09-02,0
SG_011516,2025-12-27,1
SG_011517,2026-04-21,0
SG_011518,2025-05-15,0
SG_011520,2026-12-23,0
SG_011521,2026-04-05,0
SG_011522,2026-09-06,0
SG_011523,2026-11-27,0
SG_011524,2026-04-27,1
SG_011525,2025-06-17,0
SG_011529,2025-01-15,0
SG_011530,2026-08-21,0
SG_011531,2026-01-11,0
SG_011533,2026-09-14,0
SG_011534,2025-02-27,0
SG_011535,2026-07-09,0
SG_011536,2025-01-30,0
SG_011537,2026-01-16,0
SG_011538,2025-02-03,0
SG_011539,2025-06-10,0
SG_011540,2025-10-21,0
SG_011542,2025-02-26,0
SG_011543,2025-09-22,1
SG_011545,2025-02-15,0
SG_011546,2026-05-06,0
SG_011549,2025-10-13,0
SG_011550,2025-01-27,0
SG_011551,2025-11-25,0
SG_011553,2025-05-27,0
SG_011554,2025-09-12,0
SG_011555,2026-08-14,0
SG_011556,2025-10-23,0
SG_011557,2026-01-10,0
SG_011558,2025-12-20,0
SG_011559,2025-09-08,0
SG_011560,2025-06-05,0
SG_011561,2025-08-12,0
SG_011562,2026-05-16,0
SG_011563,2025-12-17,0
SG_011564,2025-12-09,0
SG_011565,2025-08-22,0
SG_011568,2026-02-10,1
SG_011570,2026-07-10,0
SG_011571,2025-10-16,1
SG_011572,2026-12-25,0
SG_011573,2026-04-19,0
SG_011574,2025-03-12,0
SG_011578,2025-01-25,0
SG_011579,2025-12-11,0
SG_011580,2026-08-25,0
SG_011582,2025-06-10,0
SG_011583,2025-02-03,0
SG_011585,2026-02-10,0
SG_011587,2026-02-15,0
SG_011588,2026-01-02,0
SG_011589,2025-02-07,0
SG_011590,2025-07-24,1
SG_011591,2025-05-22,0
SG_011592,2025-05-25,1
SG_011594,2025-09-02,0
SG_011595,2026-09-09,0
SG_011596,2025-09-16,0
SG_011599,2025-11-24,1
SG_011600,2026-08-10,0
SG_011601,2026-01-15,0
SG_011603,2025-09-26,0
SG_011604,2026-02-08,0
SG_011606,2025-07-20,0
SG_011608,2025-10-22,1
SG_011609,2026-01-05,0
SG_011610,2025-11-10,0
SG_011611,2025-02-17,0
SG_011613,2025-12-08,0
SG_011614,2025-12-31,0
SG_011615,2025-02-26,0
SG_011618,2026-05-31,0
SG_011619,2025-11-03,0
SG_011621,2025-09-18,0
SG_011623,2025-07-24,1
SG_011624,2026-04-02,1
SG_011628,2026-03-06,0
SG_011629,2025-11-18,0
SG_011630,2025-07-07,1
SG_011631,2026-02-18,1
SG_011634,2026-12-04,0
SG_011636,2025-03-28,0
SG_011637,2025-09-07,1
SG_011639,2026-03-29,0
SG_011641,2026-08-22,1
SG_011642,2026-03-31,0
SG_011643,2026-05-05,0
SG_011644,2025-08-08,0
SG_011646,2026-02-17,0
SG_011647,2026-04-26,0
SG_011648,2025-03-07,0
SG_011650,2026-03-08,0
SG_011651,2025-02-11,0
SG_011652,2026-09-29,0
SG_011653,2025-12-27,0
SG_011654,2026-01-24,0
SG_011655,2026-02-02,0
SG_011657,2026-05-15,0
SG_011658,2026-02-27,0
SG_011659,2026-07-10,0
SG_011660,2025-07-02,0
SG_011661,2025-06-29,0
SG_011664,2025-11-16,0
SG_011665,2025-01-15,0
SG_011667,2026-03-18,0
SG_011668,2026-07-15,0
SG_011669,2025-01-20,0
SG_011670,2025-05-20,0
SG_011671,2025-08-30,1
SG_011674,2025-07-13,0
SG_011675,2026-03-30,0
SG_011677,2025-10-06,0
SG_011679,2026-07-27,0
SG_011680,2025-10-30,0
SG_011681,2025-02-18,0
SG_011685,2025-04-24,0
SG_011686,2025-12-30,0
SG_011687,2026-10-09,0
SG_011688,2025-10-12,0
SG_011689,2025-10-25,0
SG_011690,2025-02-07,0
SG_011692,2025-10-27,0
SG_011693,2026-04-29,0
SG_011696,2025-05-18,1
SG_011698,2025-08-07,0
SG_011700,2025-08-08,0
SG_011702,2025-12-07,0
SG_011703,2026-04-26,1
SG_011706,2025-11-10,0
SG_011707,2025-12-02,0
SG_011709,2025-05-14,0
SG_011710,2025-11-14,0
SG_011711,2026-01-01,0
SG_011712,2025-12-25,0
SG_011713,2026-10-10,0
SG_011716,2025-10-18,0
SG_011717,2026-01-04,0
SG_011718,2025-11-27,0
SG_011719,2025-07-23,0
SG_011722,2025-07-25,1
SG_011723,2025-12-27,0
SG_011724,2025-09-07,0
SG_011725,2025-09-28,0
SG_011726,2025-07-11,0
SG_011730,2026-05-12,0
SG_011732,2026-03-23,0
SG_011733,2025-11-07,0
SG_011734,2025-01-16,0
SG_011735,2026-07-03,0
SG_011738,2025-03-26,0
SG_011739,2026-09-01,0
SG_011740,2026-08-28,0
SG_011741,2026-02-11,0
SG_011742,2026-01-12,1
SG_011743,2025-06-19,0
SG_011744,2025-11-03,1
SG_011745,2025-05-31,0
SG_011746,2025-05-23,0
SG_011748,2026-01-19,0
SG_011751,2026-02-21,1
SG_011753,2026-09-30,0
SG_011754,2025-12-29,0
SG_011755,2025-06-29,0
SG_011756,2025-09-14,1
SG_011758,2026-08-29,0
SG_011759,2026-03-29,0
SG_011760,2026-04-21,0
SG_011761,2025-12-02,0
SG_011762,2025-09-28,0
SG_011763,2026-07-19,0
SG_011765,2025-05-13,0
SG_011766,2026-03-15,0
SG_011768,2025-06-01,0
SG_011771,2025-03-19,0
SG_011774,2026-04-16,0
SG_011775,2025-01-08,0
SG_011776,2025-08-10,1
SG_011778,2026-01-02,0
SG_011781,2026-04-15,0
SG_011782,2025-06-16,0
SG_011783,2025-10-21,0
SG_011784,2025-10-28,0
SG_011785,2025-07-18,1
SG_011788,2025-04-20,0
SG_011790,2025-07-22,0
SG_011791,2026-03-23,0
SG_011792,2026-01-31,0
SG_011793,2025-07-11,1
SG_011794,2025-10-25,0
SG_011795,2025-10-25,0
SG_011797,2025-07-27,0
SG_011798,2026-05-10,1
SG_011800,2026-11-09,0
SG_011803,2025-03-16,0
SG_011804,2025-12-30,0
SG_011805,2025-02-16,0
SG_011807,2026-10-09,0
SG_011808,2025-02-08,0
SG_011809,2026-06-24,1
SG_011810,2026-06-12,0
SG_011811,2025-08-05,0
SG_011813,2025-11-06,0
SG_011817,2026-07-18,1
SG_011818,2025-10-30,0
SG_011819,2025-10-12,0
SG_011820,2026-04-29,0
SG_011821,2026-01-09,1
SG_011822,2025-01-13,0
SG_011823,2026-06-05,0
SG_011824,2026-04-08,1
SG_011825,2026-11-21,0
SG_011826,2026-10-08,0
SG_011827,2025-11-28,0
SG_011828,2025-03-25,0
SG_011829,2026-12-19,0
SG_011831,2025-03-27,0
SG_011832,2025-02-05,0
SG_011834,2026-05-29,1
SG_011835,2026-01-19,0
SG_011836,2026-06-04,0
SG_011837,2026-11-19,0
SG_011838,2026-03-19,1
SG_011839,2026-02-22,0
SG_011840,2025-05-31,0
SG_011841,2025-09-27,0
SG_011842,2026-02-04,0
SG_011844,2026-05-15,0
SG_011845,2025-05-25,0
SG_011846,2026-02-04,1
SG_011847,2026-03-05,0
SG_011848,2026-11-15,1
SG_011849,2026-05-05,1
SG_011850,2026-02-08,0
SG_011851,2025-03-02,0
SG_011852,2025-11-16,0
SG_011854,2025-03-06,0
SG_011856,2025-07-10,0
SG_011857,2026-09-13,0
SG_011859,2025-02-07,0
SG_011860,2026-03-23,0
SG_011862,2025-09-22,0
SG_011865,2026-10-28,0
SG_011866,2025-11-18,0
SG_011867,2025-08-26,0
SG_011870,2026-04-08,1
SG_011872,2026-06-12,1
SG_011873,2025-05-30,0
SG_011874,2026-05-13,0
SG_011875,2025-12-14,1
SG_011876,2026-09-21,0
SG_011877,2025-01-21,0
SG_011878,2025-09-24,0
SG_011879,2025-06-19,0
SG_011880,2025-05-02,0
SG_011881,2025-02-18,1
SG_011882,2025-05-07,1
SG_011883,2025-10-12,0
SG_011884,2025-07-04,1
SG_011885,2025-04-17,1
SG_011887,2025-12-09,0
SG_011888,2025-07-11,0
SG_011891,2025-07-21,0
SG_011892,2026-10-23,0
SG_011893,2026-11-13,1
SG_011895,2026-06-30,0
SG_011897,2025-09-04,0
SG_011899,2025-10-28,0
SG_011901,2025-12-16,1
SG_011902,2026-07-25,0
SG_011903,2025-02-23,0
SG_011904,2026-02-07,1
SG_011905,2026-05-18,0
SG_011906,2026-01-31,0
SG_011907,2025-08-09,0
SG_011908,2025-11-24,0
SG_011909,2026-01-11,0
SG_011910,2025-05-16,0
SG_011911,2025-04-16,0
SG_011912,2026-11-23,0
SG_011913,2025-11-14,1
SG_011914,2026-04-11,0
SG_011915,2025-12-23,0
SG_011916,2025-07-07,0
SG_011917,2025-01-20,0
SG_011919,2026-03-18,0
SG_011920,2026-01-27,0
SG_011921,2025-10-13,0
SG_011923,2025-06-12,0
SG_011924,2026-02-26,0
SG_011928,2025-03-10,1
SG_011929,2026-05-05,0
SG_011930,2026-02-25,0
SG_011932,2026-04-05,1
SG_011934,2025-09-24,0
SG_011935,2025-11-27,0
SG_011937,2026-06-19,0
SG_011938,2025-05-10,0
SG_011941,2026-03-15,0
SG_011942,2025-07-10,0
SG_011943,2025-10-02,0
SG_011944,2026-01-28,0
SG_011945,2026-03-16,0
SG_011946,2025-06-26,0
SG_011947,2026-05-29,0
SG_011948,2025-11-24,0
SG_011949,2025-06-25,0
SG_011950,2026-03-14,0
SG_011951,2026-11-11,1
SG_011952,2025-02-23,0
SG_011954,2025-12-02,0
SG_011957,2026-06-04,0
SG_011958,2025-10-31,0
SG_011960,2026-03-10,0
SG_011963,2026-12-03,0
SG_011964,2025-04-27,0
SG_011965,2026-04-03,0
SG_011967,2026-05-21,0
SG_011968,2026-06-29,0
SG_011970,2025-03-30,0
SG_011972,2026-08-24,0
SG_011973,2025-07-14,0
SG_011974,2025-12-28,0
SG_011975,2026-05-13,0
SG_011976,2025-04-30,0
SG_011979,2026-09-06,1
SG_011980,2026-01-26,0
SG_011981,2025-12-28,0
SG_011982,2026-09-07,1
SG_011984,2026-02-06,0
SG_011985,2025-10-25,0
SG_011987,2026-09-14,1
SG_011989,2025-01-13,0
SG_011990,2025-11-02,0
SG_011991,2025-02-20,0
SG_011992,2026-01-20,0
SG_011994,2026-06-19,1
SG_011998,2025-01-27,0
SG_011999,2026-12-29,0
SG_012001,2026-03-11,0
SG_012002,2026-06-17,0
SG_012003,2026-07-13,0
SG_012004,2026-08-14,0
SG_012005,2025-10-08,0
SG_012006,2025-09-19,0
SG_012007,2026-06-21,0
SG_012008,2026-03-13,0
SG_012009,2025-02-06,0
SG_012010,2026-02-23,0
SG_012011,2026-12-30,0
SG_012012,2026-12-14,1
SG_012014,2025-09-03,0
SG_012015,2026-02-07,0
SG_012016,2025-04-06,1
SG_012017,2025-02-25,0
SG_012021,2025-10-26,0
SG_012023,2026-11-06,0
SG_012024,2025-08-06,1
SG_012025,2026-04-28,0
SG_012026,2026-01-27,0
SG_012027,2025-01-14,0
SG_012028,2025-12-23,1
SG_012029,2026-03-16,1
SG_012030,2025-12-26,0
SG_012032,2025-04-10,0
SG_012033,2026-09-20,0
SG_012034,2026-09-09,0
SG_012035,2025-12-21,0
SG_012036,2026-04-24,0
SG_012037,2025-01-27,0
SG_012038,2026-06-07,1
